name,lat,lng,label,iron_oxide_index,ferrous_mineral_index,swir_b11_reflectance,swir_b12_reflectance,ndvi,elevation_m,slope_deg,dist_to_fault_km,temp_c,rainfall_mm,soil_moisture,data_source_live
bg_105,20.63872,79.27095,0,0.317,0.2149,0.1668,0.2394,0.5146,243.6,2.7,39.738,27.75,9.01,0.57,True
bg_388,21.67368,80.53271,0,0.3034,0.2009,0.1753,0.2458,0.4409,414.8,5.2,28.486,26.26,9.4,0.56,True
Miragpur_Deposit_ext_5,21.65856,79.81182,1,0.291,0.2094,0.1474,0.1955,0.4172,342.1,3.9,43.221,27.04,9.66,0.55,True
Gumgaon_Mine_ext_3,21.31545,79.02097,1,0.6688,0.5369,0.4169,0.508,0.3836,454.8,13.0,1.901,26.8,7.89,0.55,True
bg_124,22.00123,79.83535,0,0.2969,0.2265,0.1537,0.202,0.4476,469.5,6.2,24.656,26.16,9.74,0.56,True
bg_329,21.19133,79.93955,0,0.2964,0.2345,0.1572,0.2204,0.4647,291.9,3.6,33.292,27.2,9.85,0.56,True
bg_238,21.11906,78.90335,0,0.2861,0.1938,0.1673,0.2101,0.4562,337.0,3.5,27.31,27.44,7.58,0.52,True
bg_338,20.85402,80.65986,0,0.3145,0.2279,0.1683,0.218,0.4894,349.6,3.8,120.161,26.51,9.7,0.54,True
bg_58,21.82039,78.79322,0,0.2843,0.2251,0.1846,0.2479,0.4805,637.8,7.6,60.446,25.39,8.91,0.56,True
bg_351,22.34174,80.19644,0,0.2923,0.258,0.1532,0.219,0.4704,508.3,6.3,53.937,25.74,9.89,0.58,True
Mansar_Mine_ext_5,21.44651,79.23839,1,0.7228,0.5947,0.4356,0.4896,0.4071,371.2,12.0,1.477,27.04,8.83,0.56,True
bg_403,20.82136,80.51816,0,0.3174,0.1958,0.1625,0.2047,0.4203,349.6,4.1,109.07,26.51,9.7,0.54,True
bg_423,21.05996,79.63884,0,0.2804,0.2145,0.1629,0.2059,0.4851,282.6,2.6,26.748,27.54,8.94,0.56,True
bg_87,22.21298,78.85084,0,0.2763,0.2564,0.1904,0.1789,0.4544,637.8,7.3,92.224,25.39,8.91,0.56,True
bg_279,21.8434,79.85753,0,0.2949,0.2046,0.1729,0.1798,0.4356,469.5,4.2,36.934,26.16,9.74,0.56,True
bg_166,20.78598,79.03147,0,0.2903,0.2353,0.1887,0.2117,0.4516,337.0,3.3,41.057,27.44,7.58,0.52,True
bg_245,21.95144,80.19748,0,0.3718,0.2671,0.2385,0.2933,0.4115,469.5,7.3,12.295,26.16,9.74,0.56,True
bg_284,21.54062,80.68555,0,0.3192,0.2335,0.1824,0.2302,0.4453,414.8,2.9,46.965,26.26,9.4,0.56,True
bg_138,21.5105,78.98278,0,0.3223,0.2267,0.1701,0.2034,0.4849,454.8,5.1,20.71,26.8,7.89,0.55,True
bg_378,20.9229,79.89779,0,0.3254,0.2609,0.1954,0.2339,0.5157,291.9,3.6,49.485,27.2,9.85,0.56,True
Balaghat_Mine_ext_4,21.85843,80.20381,1,0.6677,0.5148,0.3695,0.4823,0.3904,469.5,11.8,3.508,26.16,9.74,0.56,True
bg_140,21.1401,78.97182,0,0.3298,0.2102,0.1618,0.2329,0.4445,337.0,3.5,22.046,27.44,7.58,0.52,True
bg_412,20.72408,78.70007,0,0.2854,0.2227,0.1789,0.2235,0.408,274.2,1.7,71.967,27.91,7.53,0.53,True
Sukli_Deposit_ext_4,21.7348,79.88414,1,0.3,0.2354,0.1612,0.2319,0.4452,342.1,2.5,35.557,27.04,9.66,0.55,True
bg_110,20.64238,79.73601,0,0.2869,0.2325,0.1636,0.2239,0.4235,264.0,1.8,58.49,27.26,10.04,0.57,True
bg_394,21.79183,80.10085,0,0.4363,0.3347,0.2574,0.3183,0.3863,469.5,8.1,10.765,26.16,9.74,0.56,True
bg_96,21.27634,80.76513,0,0.289,0.2276,0.1664,0.2274,0.4542,414.8,4.2,77.49,26.26,9.4,0.56,True
bg_389,21.99088,80.63383,0,0.3087,0.2547,0.2049,0.2043,0.4383,547.2,7.8,14.329,25.56,9.39,0.55,True
bg_51,21.89195,79.81075,0,0.3134,0.2321,0.146,0.2133,0.4641,469.5,4.6,33.105,26.16,9.74,0.56,True
Sukli_Deposit_ext_2,21.74085,79.83523,1,0.2825,0.2484,0.1972,0.2081,0.4595,342.1,3.2,40.604,27.04,9.66,0.55,True
bg_177,22.47328,80.4681,0,0.3128,0.1945,0.181,0.2242,0.4285,602.7,8.6,60.579,25.09,9.48,0.58,True
bg_98,21.41651,78.78672,0,0.2701,0.2246,0.1787,0.2223,0.4422,454.8,5.9,28.661,26.8,7.89,0.55,True
Sitapatore_Mine_ext_1,21.49452,79.71243,1,0.2981,0.2296,0.18,0.2162,0.4624,342.1,4.0,22.362,27.04,9.66,0.55,True
bg_293,20.55757,80.45315,0,0.3108,0.2078,0.166,0.2189,0.4548,343.9,3.4,120.592,26.4,10.08,0.54,True
Kandri_Mine_ext_5,21.38165,79.28422,1,0.6819,0.5227,0.41,0.4508,0.3807,371.2,10.6,3.976,27.04,8.83,0.56,True
Chikla_Mine_ext_2,21.28782,79.67101,1,0.7,0.5379,0.4472,0.5021,0.3925,371.2,13.2,1.822,27.04,8.83,0.56,True
bg_304,22.30832,80.60562,0,0.2821,0.2258,0.1505,0.2257,0.4565,602.7,7.1,43.056,25.09,9.48,0.58,True
bg_151,21.39689,79.78717,0,0.2874,0.2126,0.2062,0.2163,0.421,342.1,2.7,17.746,27.04,9.66,0.55,True
bg_213,21.60771,79.74576,0,0.2543,0.2213,0.1629,0.2052,0.4579,342.1,4.0,35.458,27.04,9.66,0.55,True
bg_81,21.7317,80.50588,0,0.2974,0.228,0.18,0.2135,0.4381,414.8,4.8,22.067,26.26,9.4,0.56,True
bg_14,21.90393,78.96374,0,0.3207,0.1815,0.1509,0.2089,0.4705,637.8,8.8,60.51,25.39,8.91,0.56,True
Dongri_Buzurg_ext_3,20.96339,79.32704,1,0.6406,0.506,0.3803,0.4906,0.3629,282.6,10.3,3.285,27.54,8.94,0.56,True
bg_367,22.29041,78.70565,0,0.2815,0.2282,0.1992,0.2099,0.4042,649.4,8.2,109.117,25.06,9.84,0.55,True
bg_114,22.12894,80.19625,0,0.297,0.1923,0.1755,0.2478,0.463,469.5,5.9,30.68,26.16,9.74,0.56,True
bg_144,22.31076,79.79913,0,0.3055,0.2246,0.1635,0.1964,0.4456,508.3,5.7,21.328,25.74,9.89,0.58,True
bg_265,22.22944,79.87274,0,0.2879,0.2124,0.1483,0.2353,0.3671,469.5,5.8,22.74,26.16,9.74,0.56,True
bg_173,22.14372,79.04782,0,0.2926,0.2542,0.173,0.2044,0.4943,637.8,7.7,70.195,25.39,8.91,0.56,True
bg_305,21.19651,78.57808,0,0.2838,0.2167,0.1717,0.2134,0.4585,337.0,2.4,52.306,27.44,7.58,0.52,True
bg_42,21.5326,79.92617,0,0.282,0.2255,0.1916,0.2313,0.4275,342.1,3.5,39.236,27.04,9.66,0.55,True
bg_278,20.95729,79.12593,0,0.2681,0.2025,0.1488,0.2161,0.4605,282.6,2.1,23.288,27.54,8.94,0.56,True
bg_392,21.06755,79.41136,0,0.3904,0.304,0.2283,0.3013,0.4077,282.6,3.9,11.698,27.54,8.94,0.56,True
bg_18,21.25117,80.02995,0,0.2641,0.2541,0.1499,0.2126,0.4259,342.1,4.2,41.421,27.04,9.66,0.55,True
Sitapatore_Mine_ext_2,21.51383,79.70556,1,0.2901,0.2448,0.1648,0.2167,0.4695,342.1,3.3,24.268,27.04,9.66,0.55,True
bg_15,22.09159,78.87641,0,0.2793,0.2361,0.176,0.2139,0.4624,637.8,8.8,83.371,25.39,8.91,0.56,True
bg_8,22.23414,78.65294,0,0.3003,0.2347,0.1763,0.215,0.4624,637.8,7.3,108.737,25.39,8.91,0.56,True
bg_431,21.72124,80.52085,0,0.3083,0.2304,0.1795,0.2322,0.4493,414.8,3.6,23.173,26.26,9.4,0.56,True
Bharweli_Mine_ext_2,21.86436,80.22556,1,0.6367,0.4839,0.3702,0.4739,0.4064,469.5,11.3,3.853,26.16,9.74,0.56,True
bg_212,20.64759,79.11796,0,0.3076,0.2392,0.1585,0.2137,0.4895,243.6,1.7,45.299,27.75,9.01,0.57,True
bg_230,21.4274,78.97477,0,0.37,0.2789,0.2254,0.2583,0.4633,454.8,7.5,12.429,26.8,7.89,0.55,True
Sitapatore_Mine_ext_4,21.55395,79.72314,1,0.3265,0.2335,0.1997,0.2101,0.4417,342.1,3.0,29.047,27.04,9.66,0.55,True
bg_185,20.667,78.69667,0,0.3033,0.2395,0.1795,0.2301,0.4087,274.2,2.3,76.635,27.91,7.53,0.53,True
Ukwa_Mine_ext_2,21.93122,80.49435,1,0.7146,0.5336,0.4006,0.4829,0.3514,547.2,13.3,2.85,25.56,9.39,0.55,True
bg_36,20.60336,78.76887,0,0.3089,0.2117,0.1753,0.2155,0.4191,274.2,1.7,76.556,27.91,7.53,0.53,True
Mansar_Mine_ext_4,21.4387,79.26806,1,0.6826,0.5719,0.4482,0.4751,0.3372,371.2,12.1,2.01,27.04,8.83,0.56,True
bg_266,22.1258,79.26876,0,0.3191,0.2259,0.1829,0.1963,0.4336,557.7,7.0,45.805,25.76,9.21,0.57,True
bg_68,20.52879,79.07914,0,0.3077,0.2356,0.1511,0.2204,0.3832,243.6,0.9,58.816,27.75,9.01,0.57,True
bg_381,22.28105,78.90601,0,0.2919,0.2173,0.1615,0.2157,0.4891,649.4,7.7,86.957,25.06,9.84,0.55,True
bg_99,21.59123,80.61794,0,0.2959,0.1854,0.1715,0.2354,0.5123,414.8,4.3,39.143,26.26,9.4,0.56,True
bg_296,21.90816,79.00878,0,0.2856,0.166,0.2129,0.2147,0.3981,637.8,7.5,58.458,25.39,8.91,0.56,True
bg_163,22.27541,80.01553,0,0.306,0.2117,0.1665,0.2329,0.4563,508.3,5.4,39.385,25.74,9.89,0.58,True
Gumgaon_Mine_ext_4,21.34648,79.03592,1,0.6819,0.5847,0.4164,0.5067,0.3583,454.8,12.3,1.944,26.8,7.89,0.55,True
bg_400,20.70356,79.86376,0,0.322,0.2174,0.1776,0.2431,0.4543,264.0,2.6,66.264,27.26,10.04,0.57,True
bg_223,21.06193,80.60289,0,0.2776,0.2422,0.1622,0.2224,0.3768,349.6,3.5,96.416,26.51,9.7,0.54,True
bg_120,21.97014,79.64625,0,0.3016,0.2271,0.1795,0.2278,0.4592,557.7,6.2,21.405,25.76,9.21,0.57,True
bg_88,21.81739,79.82546,0,0.3143,0.195,0.1757,0.2187,0.4787,469.5,5.5,40.488,26.16,9.74,0.56,True
bg_94,22.38046,79.53693,0,0.3077,0.2167,0.1592,0.2312,0.4147,608.5,7.1,29.172,25.23,9.62,0.57,True
bg_180,22.1256,80.0366,0,0.3214,0.2126,0.1522,0.2177,0.4965,469.5,5.8,36.967,26.16,9.74,0.56,True
bg_415,22.23101,79.09743,0,0.2682,0.2324,0.1827,0.2067,0.456,557.7,7.0,65.144,25.76,9.21,0.57,True
bg_135,22.00909,79.86939,0,0.3237,0.2179,0.1683,0.2147,0.4348,469.5,4.0,26.88,26.16,9.74,0.56,True
bg_439,20.76883,80.06432,0,0.2931,0.2464,0.1818,0.2124,0.4582,291.9,2.7,74.097,27.2,9.85,0.56,True
bg_350,22.24716,79.46912,0,0.3017,0.2224,0.1673,0.1999,0.3978,557.7,4.9,25.328,25.76,9.21,0.57,True
bg_344,21.50683,79.60371,0,0.2727,0.2365,0.1677,0.2514,0.4365,371.2,3.6,23.793,27.04,8.83,0.56,True
bg_445,21.86301,78.56727,0,0.2619,0.2152,0.1925,0.2168,0.4634,637.8,8.1,78.349,25.39,8.91,0.56,True
bg_188,21.34844,78.9173,0,0.37,0.3038,0.2383,0.2782,0.4145,454.8,7.2,12.676,26.8,7.89,0.55,True
bg_237,21.57219,80.02958,0,0.2695,0.2127,0.1613,0.2181,0.4125,342.1,3.7,33.705,27.04,9.66,0.55,True
bg_153,21.15733,78.91843,0,0.3043,0.2066,0.1334,0.2113,0.4263,337.0,3.1,22.819,27.44,7.58,0.52,True
bg_372,21.56523,79.91085,0,0.3034,0.2251,0.167,0.2088,0.4011,342.1,4.2,40.522,27.04,9.66,0.55,True
bg_333,20.84464,78.55612,0,0.2886,0.2075,0.1936,0.2092,0.4766,337.0,3.1,75.295,27.44,7.58,0.52,True
bg_82,21.77019,80.64387,0,0.2886,0.2255,0.1728,0.2197,0.4536,547.2,6.1,22.444,25.56,9.39,0.55,True
bg_41,22.4517,80.32626,0,0.2867,0.246,0.1545,0.2211,0.4605,602.7,7.1,61.773,25.09,9.48,0.58,True
Kandri_Mine_ext_1,21.38651,79.34768,1,0.674,0.5288,0.387,0.4712,0.3947,371.2,12.1,3.156,27.04,8.83,0.56,True
bg_100,22.38293,80.50076,0,0.2835,0.1898,0.1635,0.2186,0.4469,602.7,6.9,50.321,25.09,9.48,0.58,True
bg_288,21.60381,80.50778,0,0.3276,0.239,0.1694,0.18,0.4394,414.8,5.0,36.232,26.26,9.4,0.56,True
bg_71,20.58146,80.58944,0,0.3091,0.2405,0.1753,0.2239,0.3854,343.9,3.4,130.403,26.4,10.08,0.54,True
bg_365,21.00487,80.68491,0,0.2967,0.2404,0.2219,0.2157,0.4665,349.6,4.4,104.308,26.51,9.7,0.54,True
bg_195,20.73764,79.37329,0,0.2783,0.2275,0.1863,0.236,0.4407,243.6,1.2,28.255,27.75,9.01,0.57,True
bg_143,20.52168,79.58575,0,0.3267,0.194,0.1895,0.2127,0.4391,243.6,2.6,58.706,27.75,9.01,0.57,True
Keonjhar_Deposit_ext_3,21.63498,85.59489,1,0.3219,0.2284,0.1769,0.2314,0.4429,341.5,2.4,564.264,25.34,9.52,0.61,True
Gumgaon_Mine_ext_5,21.32046,79.03924,1,0.7261,0.5602,0.4547,0.5104,0.3523,454.8,14.0,1.474,26.8,7.89,0.55,True
bg_276,22.4081,80.33866,0,0.2816,0.2154,0.1791,0.2264,0.5119,602.7,7.0,56.758,25.09,9.48,0.58,True
Balaghat_Mine_ext_1,21.83894,80.18751,1,0.7063,0.6135,0.4478,0.5437,0.3294,469.5,13.5,1.03,26.16,9.74,0.56,True
bg_407,22.29353,80.698,0,0.3105,0.2121,0.1834,0.1807,0.4499,602.7,7.4,44.929,25.09,9.48,0.58,True
bg_246,21.72683,78.69044,0,0.3319,0.2219,0.1726,0.2098,0.4335,454.8,5.6,57.973,26.8,7.89,0.55,True
Gumgaon_Mine_ext_1,21.32605,79.03643,1,0.7193,0.5882,0.4539,0.5126,0.3754,454.8,13.8,0.838,26.8,7.89,0.55,True
bg_306,21.52798,80.10407,0,0.3265,0.201,0.1792,0.2113,0.4588,342.1,3.5,34.855,27.04,9.66,0.55,True
Linga_Deposit_ext_2,21.93088,78.90852,1,0.3176,0.2321,0.1755,0.2065,0.4456,637.8,7.0,66.375,25.39,8.91,0.56,True
bg_86,21.50627,80.12665,0,0.3061,0.2049,0.1836,0.2236,0.4183,342.1,3.3,36.616,27.04,9.66,0.55,True
Chikla_Mine_ext_4,21.28489,79.65443,1,0.7562,0.5672,0.44,0.4985,0.3374,371.2,12.0,1.788,27.04,8.83,0.56,True
bg_318,21.48524,79.02902,0,0.2891,0.2081,0.1593,0.2346,0.4411,454.8,4.9,17.232,26.8,7.89,0.55,True
bg_147,22.40012,79.54256,0,0.2705,0.2563,0.1606,0.2329,0.4204,608.5,8.0,30.711,25.23,9.62,0.57,True
bg_315,21.01649,80.40651,0,0.3114,0.2244,0.1818,0.227,0.4572,349.6,3.8,88.637,26.51,9.7,0.54,True
bg_343,21.22854,79.42444,0,0.3253,0.244,0.1881,0.187,0.4375,282.6,2.9,20.422,27.54,8.94,0.56,True
bg_331,21.44792,79.91649,0,0.2725,0.202,0.1788,0.2112,0.402,342.1,3.4,32.866,27.04,9.66,0.55,True
bg_253,22.12111,79.18338,0,0.3046,0.2245,0.1725,0.2182,0.4816,557.7,5.8,55.294,25.76,9.21,0.57,True
Miragpur_Deposit_ext_1,21.68451,79.80624,1,0.2805,0.191,0.1725,0.2116,0.4273,342.1,3.3,45.556,27.04,9.66,0.55,True
bg_225,22.28053,79.82599,0,0.2942,0.2248,0.1526,0.2051,0.4562,508.3,5.0,21.014,25.74,9.89,0.58,True
bg_231,21.2067,78.52529,0,0.2924,0.2488,0.1733,0.2194,0.4076,337.0,3.4,57.67,27.44,7.58,0.52,True
bg_125,22.11367,79.95421,0,0.2865,0.22,0.1729,0.2198,0.4476,469.5,5.4,30.869,26.16,9.74,0.56,True
Ukwa_Mine_ext_1,21.95638,80.51594,1,0.6487,0.5422,0.4153,0.4845,0.3777,547.2,13.6,2.963,25.56,9.39,0.55,True
bg_201,21.24974,79.50309,0,0.2859,0.2462,0.1756,0.2297,0.4627,282.6,2.8,18.289,27.54,8.94,0.56,True
bg_274,21.40109,79.06672,0,0.4907,0.3914,0.3093,0.3368,0.4247,371.2,6.6,8.881,27.04,8.83,0.56,True
bg_157,22.07924,79.12271,0,0.3546,0.225,0.1749,0.2096,0.4293,557.7,7.5,62.505,25.76,9.21,0.57,True
bg_46,21.37794,78.84885,0,0.3027,0.245,0.1974,0.2043,0.4341,454.8,4.7,20.8,26.8,7.89,0.55,True
bg_442,21.14471,78.86479,0,0.3308,0.2647,0.207,0.2389,0.4249,337.0,3.4,27.555,27.44,7.58,0.52,True
bg_373,20.98494,78.88418,0,0.3266,0.2326,0.168,0.2177,0.4584,337.0,3.9,38.155,27.44,7.58,0.52,True
bg_433,21.66248,80.01444,0,0.2747,0.2254,0.2068,0.2231,0.431,342.1,3.3,26.935,27.04,9.66,0.55,True
bg_393,21.22616,80.24395,0,0.3362,0.2201,0.2104,0.2191,0.4738,291.9,3.2,65.335,27.2,9.85,0.56,True
bg_127,21.32524,80.02614,0,0.2603,0.2301,0.2048,0.2331,0.459,342.1,3.4,40.738,27.04,9.66,0.55,True
bg_70,20.59201,78.91767,0,0.2967,0.2007,0.1376,0.214,0.4651,274.2,1.6,64.414,27.91,7.53,0.53,True
bg_364,20.57337,79.00198,0,0.3067,0.2211,0.195,0.2365,0.4484,274.2,1.7,59.552,27.91,7.53,0.53,True
bg_399,20.97445,79.73504,0,0.3035,0.2278,0.1776,0.2239,0.4667,291.9,2.3,37.084,27.2,9.85,0.56,True
Beldongri_Mine_ext_4,21.16533,79.1847,1,0.733,0.5866,0.4862,0.5051,0.3689,282.6,10.8,0.789,27.54,8.94,0.56,True
bg_363,21.99494,80.06319,0,0.2984,0.2553,0.1604,0.2057,0.5057,469.5,6.5,23.094,26.16,9.74,0.56,True
bg_136,20.70625,78.65428,0,0.3502,0.2354,0.1883,0.2268,0.4458,274.2,2.4,77.085,27.91,7.53,0.53,True
Tirodi_Mine_ext_3,22.17481,79.65802,1,0.6316,0.4754,0.4085,0.494,0.3991,557.7,14.1,2.942,25.76,9.21,0.57,True
bg_199,21.66674,79.44165,0,0.3088,0.2185,0.1684,0.2036,0.4713,371.2,3.4,32.954,27.04,8.83,0.56,True
bg_348,21.7558,80.26703,0,0.3864,0.3102,0.2252,0.3047,0.3945,469.5,6.4,11.592,26.16,9.74,0.56,True
bg_40,21.95218,78.82033,0,0.3201,0.2247,0.1781,0.2341,0.4042,637.8,7.6,72.878,25.39,8.91,0.56,True
bg_160,20.61512,78.55839,0,0.3157,0.2153,0.1773,0.2116,0.4432,274.2,2.0,91.754,27.91,7.53,0.53,True
bg_72,22.21092,79.8418,0,0.3036,0.2211,0.1776,0.2073,0.4493,469.5,4.7,18.828,26.16,9.74,0.56,True
bg_272,22.19929,80.08333,0,0.2606,0.2419,0.1994,0.2335,0.4623,469.5,4.2,42.461,26.16,9.74,0.56,True
bg_300,21.20118,80.12282,0,0.2852,0.2147,0.1663,0.2213,0.4591,291.9,2.7,52.531,27.2,9.85,0.56,True
bg_380,20.73952,79.03054,0,0.2716,0.2108,0.1717,0.2079,0.439,274.2,2.5,44.192,27.91,7.53,0.53,True
bg_229,20.87624,80.40841,0,0.2879,0.2448,0.1923,0.2153,0.4479,349.6,3.9,95.466,26.51,9.7,0.54,True
bg_194,20.61261,79.09667,0,0.28,0.2217,0.1917,0.2188,0.4819,243.6,2.2,49.843,27.75,9.01,0.57,True
bg_10,21.52268,79.82129,0,0.3176,0.2173,0.162,0.2022,0.4733,342.1,2.2,30.52,27.04,9.66,0.55,True
Sukli_Deposit_ext_3,21.73734,79.85743,1,0.2932,0.2175,0.1894,0.2351,0.4671,342.1,3.8,38.321,27.04,9.66,0.55,True
bg_259,22.18424,78.99436,0,0.2851,0.2522,0.1548,0.2525,0.4832,637.8,7.4,76.154,25.39,8.91,0.56,True
Gowari_Wadhona_ext_3,21.58468,79.03407,1,0.3043,0.208,0.1669,0.2178,0.3678,454.8,4.4,28.273,26.8,7.89,0.55,True
bg_347,22.09882,80.76339,0,0.317,0.2199,0.1999,0.215,0.4931,547.2,6.4,32.879,25.56,9.39,0.55,True
bg_216,21.7588,78.82052,0,0.3237,0.2279,0.1692,0.2349,0.4433,637.8,8.2,52.973,25.39,8.91,0.56,True
bg_97,21.78658,80.42947,0,0.3209,0.2121,0.176,0.2445,0.4956,547.2,6.2,18.826,25.56,9.39,0.55,True
bg_355,21.99652,79.16065,0,0.2835,0.2218,0.168,0.2276,0.5279,557.7,6.7,60.436,25.76,9.21,0.57,True
bg_1,21.98154,80.63792,0,0.3417,0.2386,0.1939,0.2395,0.438,547.2,7.6,14.285,25.56,9.39,0.55,True
Tirodi_Mine_ext_2,22.15976,79.66096,1,0.668,0.5269,0.4259,0.5012,0.3568,557.7,14.3,2.114,25.76,9.21,0.57,True
Ramtek_Mine_ext_5,21.42057,79.34353,1,0.6005,0.449,0.3749,0.4492,0.371,371.2,10.3,5.206,27.04,8.83,0.56,True
Keonjhar_Deposit_ext_4,21.63023,85.60616,1,0.2855,0.2326,0.1815,0.2072,0.526,341.5,3.4,565.543,25.34,9.52,0.61,True
bg_154,21.84504,80.48211,0,0.4327,0.2908,0.2504,0.3328,0.3974,547.2,8.4,10.326,25.56,9.39,0.55,True
bg_323,20.75776,80.16696,0,0.2743,0.2265,0.1894,0.2129,0.4601,291.9,3.1,82.397,27.2,9.85,0.56,True
Keonjhar_Deposit,21.63,85.58,1,0.3208,0.2331,0.1724,0.2145,0.4493,341.5,2.4,562.646,25.34,9.52,0.61,True
